year;population_count;country_code
2005;106005203;MEX
2006;107560153;MEX
2007;109170502;MEX
2008;110815271;MEX
2009;112463887;MEX
2010;114092963;MEX
2011;115695473;MEX
2012;117274155;MEX
2013;118827161;MEX
2014;120355128;MEX
2015;121858258;MEX
2016;123333376;MEX
2017;124777324;MEX
1960;14662;MHL
1961;15051;MHL
1962;15547;MHL
1963;16114;MHL
1964;16710;MHL
1965;17284;MHL
1966;17842;MHL
1967;18388;MHL
1968;18961;MHL
1969;19622;MHL
1970;20395;MHL
1971;21313;MHL
1972;22341;MHL
1973;23439;MHL
1974;24531;MHL
1975;25576;MHL
1976;26552;MHL
1977;27470;MHL
1978;28406;MHL
1979;29416;MHL
1980;30576;MHL
1981;31893;MHL
1982;33328;MHL
1983;34889;MHL
1984;36557;MHL
1985;38333;MHL
1986;40211;MHL
1987;42173;MHL
1988;44083;MHL
1989;45820;MHL
1990;47271;MHL
1991;48404;MHL
1992;49245;MHL
1993;49831;MHL
1994;50215;MHL
1995;50457;MHL
1996;50533;MHL
1997;50450;MHL
1998;50356;MHL
1999;50423;MHL
2000;50753;MHL
2001;51422;MHL
2002;52370;MHL
2003;53456;MHL
2004;54476;MHL
2005;55258;MHL
2006;55767;MHL
2007;56051;MHL
2008;56174;MHL
2009;56250;MHL
2010;56366;MHL
2011;56531;MHL
2012;56717;MHL
2013;56938;MHL
2014;57179;MHL
2015;57439;MHL
2016;57735;MHL
2017;58058;MHL
1960;1488667;MKD
1961;1507654;MKD
1962;1527111;MKD
1963;1547450;MKD
1964;1569142;MKD
1965;1592433;MKD
1966;1617795;MKD
1967;1644943;MKD
1968;1672399;MKD
1969;1698144;MKD
1970;1720800;MKD
1971;1739521;MKD
1972;1754956;MKD
1973;1768991;MKD
1974;1784398;MKD
1975;1803010;MKD
1976;1825552;MKD
1977;1851069;MKD
1978;1877688;MKD
1979;1902719;MKD
1980;1924197;MKD
1981;1941530;MKD
1982;1955243;MKD
1983;1965895;MKD
1984;1974415;MKD
1985;1981534;MKD
1986;1987538;MKD
1987;1992274;MKD
1988;1995513;MKD
1989;1996870;MKD
1990;1996228;MKD
1991;1993302;MKD
1992;1988659;MKD
1993;1984028;MKD
1994;1981703;MKD
1995;1983252;MKD
1996;1989443;MKD
1997;1999598;MKD
1998;2012057;MKD
1999;2024394;MKD
2000;2034819;MKD
2001;2042842;MKD
2002;2048928;MKD
2003;2053426;MKD
2004;2057048;MKD
2005;2060273;MKD
2006;2063131;MKD
2007;2065426;MKD
2008;2067313;MKD
2009;2069039;MKD
2010;2070741;MKD
2011;2072487;MKD
2012;2074278;MKD
2013;2076067;MKD
2014;2077775;MKD
2015;2079328;MKD
2016;2080745;MKD
2017;2081996;MKD
1960;5263733;MLI
1961;5322266;MLI
1962;5381368;MLI
1963;5441613;MLI
1964;5503752;MLI
1965;5568484;MLI
1966;5635859;MLI
1967;5706199;MLI
1968;5780835;MLI
1969;5861412;MLI
1970;5949045;MLI
1971;6044530;MLI
1972;6147458;MLI
1973;6256187;MLI
1974;6368348;MLI
1975;6482278;MLI
1976;6596728;MLI
1977;6712267;MLI
1978;6831085;MLI
1979;6956402;MLI
1980;7090126;MLI
1981;7234728;MLI
1982;7388668;MLI
1983;7545166;MLI
1984;7694855;MLI
1985;7831889;MLI
1986;7952865;MLI
1987;8062219;MLI
1988;8171522;MLI
1989;8296915;MLI
1990;8449913;MLI
1991;8635527;MLI
1992;8850334;MLI
1993;9087176;MLI
1994;9334880;MLI
1995;9585653;MLI
1996;9837571;MLI
1997;10094368;MLI
1998;10360561;MLI
1999;10642936;MLI
2000;10946445;MLI
2001;11271600;MLI
2002;11616887;MLI
2003;11982695;MLI
2004;12369070;MLI
2005;12775516;MLI
2006;13203378;MLI
2007;13651464;MLI
2008;14113577;MLI
2009;14581429;MLI
2010;15049353;MLI
2011;15514591;MLI
2012;15979499;MLI
2013;16449864;MLI
2014;16934220;MLI
2015;17438778;MLI
2016;17965429;MLI
2017;18512394;MLI
1960;326550;MLT
1961;325250;MLT
1962;323900;MLT
1963;322550;MLT
1964;321250;MLT
1965;318800;MLT
1966;315200;MLT
1967;311550;MLT
1968;307900;MLT
1969;304300;MLT
1970;302650;MLT
1971;302700;MLT
1972;302450;MLT
1973;302200;MLT
1974;301996;MLT
1975;304222;MLT
1976;305774;MLT
1977;306970;MLT
1978;310182;MLT
1979;313342;MLT
1980;316645;MLT
1981;318982;MLT
1982;325898;MLT
1983;330524;MLT
1984;330593;MLT
1985;336452;MLT
1986;342121;MLT
1987;344485;MLT
1988;347325;MLT
1989;350722;MLT
1990;354170;MLT
1991;363845;MLT
1992;367618;MLT
1993;371308;MLT
1994;374797;MLT
1995;377419;MLT
1996;379905;MLT
1997;382791;MLT
1998;385287;MLT
1999;387578;MLT
2000;390087;MLT
2001;393028;MLT
2002;395969;MLT
2003;398582;MLT
2004;401268;MLT
2005;403834;MLT
2006;405308;MLT
2007;406724;MLT
2008;409379;MLT
2009;412477;MLT
2010;414508;MLT
2011;416268;MLT
2012;420028;MLT
2013;425967;MLT
2014;434558;MLT
2015;445053;MLT
2016;455356;MLT
2017;467999;MLT
1960;21736942;MMR
1961;22211624;MMR
1962;22697667;MMR
1963;23198241;MMR
1964;23717788;MMR
1965;24259359;MMR
1966;24823940;MMR
1967;25410060;MMR
1968;26015248;MMR
1969;26635849;MMR
1970;27269069;MMR
1971;27913750;MMR
1972;28570097;MMR
1973;29238168;MMR
1974;29918461;MMR
1975;30611095;MMR
1976;31314341;MMR
1977;32026742;MMR
1978;32748784;MMR
1979;33481396;MMR
1980;34224313;MMR
1981;34976462;MMR
1982;35734272;MMR
1983;36491800;MMR
1984;37241527;MMR
1985;37977086;MMR
1986;38698482;MMR
1987;39404335;MMR
1988;40085651;MMR
1989;40731426;MMR
1990;41335199;MMR
1991;41890197;MMR
1992;42401684;MMR
1993;42890002;MMR
1994;43383428;MMR
1995;43901598;MMR
1996;44452206;MMR
1997;45027233;MMR
1998;45611220;MMR
1999;46181077;MMR
2000;46719701;MMR
2001;47225120;MMR
2002;47702171;MMR
2003;48148902;MMR
2004;48564484;MMR
2005;48949924;MMR
2006;49301050;MMR
2007;49621475;MMR
2008;49929642;MMR
2009;50250367;MMR
2010;50600818;MMR
2011;50990615;MMR
2012;51413698;MMR
2013;51852451;MMR
2014;52280807;MMR
2015;52680726;MMR
2016;53045226;MMR
2017;53382581;MMR
1960;480579;MNE
1961;491140;MNE
1962;502558;MNE
1963;513409;MNE
1964;521753;MNE
1965;526327;MNE
1966;526419;MNE
1967;522796;MNE
1968;517481;MNE
1969;513340;MNE
1970;512407;MNE
1971;515449;MNE
1972;521785;MNE
1973;530220;MNE
1974;538902;MNE
1975;546487;MNE
1976;552562;MNE
1977;557576;MNE
1978;562065;MNE
1979;566888;MNE
1980;572608;MNE
1981;579445;MNE
1982;587001;MNE
1983;594506;MNE
1984;600884;MNE
1985;605398;MNE
1986;607711;MNE
1987;608144;MNE
1988;607413;MNE
1989;606571;MNE
1990;606372;MNE
1991;607105;MNE
1992;608516;MNE
1993;610170;MNE
1994;611389;MNE
1995;611712;MNE
1996;611003;MNE
1997;609520;MNE
1998;607662;MNE
1999;606001;MNE
2000;604950;MNE
2001;607389;MNE
2002;609828;MNE
2003;612267;MNE
2004;613353;MNE
2005;614261;MNE
2006;615025;MNE
2007;615875;MNE
2008;616969;MNE
2009;618294;MNE
2010;619428;MNE
2011;620079;MNE
2012;620601;MNE
2013;621207;MNE
2014;621810;MNE
2015;622159;MNE
2016;622303;MNE
2017;622373;MNE
1960;955505;MNG
1961;982178;MNG
1962;1011324;MNG
1963;1042383;MNG
1964;1074514;MNG
1965;1107124;MNG
1966;1139961;MNG
1967;1173191;MNG
1968;1207104;MNG
1969;1242214;MNG
1970;1278825;MNG
1971;1317050;MNG
1972;1356670;MNG
1973;1397304;MNG
1974;1438425;MNG
1975;1479651;MNG
1976;1520865;MNG
1977;1562209;MNG
1978;1603906;MNG
1979;1646291;MNG
1980;1689622;MNG
1981;1733475;MNG
1982;1777727;MNG
1983;1823216;MNG
1984;1871090;MNG
1985;1921881;MNG
1986;1976310;MNG
1987;2033344;MNG
1988;2089715;MNG
1989;2141011;MNG
1990;2184145;MNG
1991;2217917;MNG
1992;2243495;MNG
1993;2263186;MNG
1994;2280479;MNG
1995;2298020;MNG
1996;2316568;MNG
1997;2335734;MNG
1998;2355664;MNG
1999;2376225;MNG
2000;2397418;MNG
2001;2419588;MNG
2002;2443271;MNG
2003;2468762;MNG
2004;2496391;MNG
2005;2526424;MNG
2006;2558856;MNG
2007;2593820;MNG
2008;2631898;MNG
2009;2673796;MNG
2010;2719896;MNG
2011;2770362;MNG
2012;2824699;MNG
2013;2881792;MNG
2014;2940108;MNG
2015;2998439;MNG
2016;3056359;MNG
2017;3113779;MNG
1960;9979;MNP
1961;10245;MNP
1962;10436;MNP
1963;10590;MNP
1964;10783;MNP
1965;11022;MNP
1966;11344;MNP
1967;11721;MNP
1968;12140;MNP
1969;12574;MNP
1970;12994;MNP
1971;13429;MNP
1972;13882;MNP
1973;14325;MNP
1974;14677;MNP
1975;14924;MNP
1976;15026;MNP
1977;15048;MNP
1978;15170;MNP
1979;15638;MNP
1980;16633;MNP
1981;18158;MNP
1982;20167;MNP
1983;22622;MNP
1984;25500;MNP
1985;28720;MNP
1986;32370;MNP
1987;36377;MNP
1988;40288;MNP
1989;43540;MNP
1990;45752;MNP
1991;46666;MNP
1992;46476;MNP
1993;45758;MNP
1994;45364;MNP
1995;45870;MNP
1996;47521;MNP
1997;50056;MNP
1998;52997;MNP
1999;55636;MNP
2000;57453;MNP
2001;58321;MNP
2002;58420;MNP
2003;57947;MNP
2004;57246;MNP
2005;56542;MNP
2006;55882;MNP
2007;55219;MNP
2008;54625;MNP
2009;54193;MNP
2010;53971;MNP
2011;54012;MNP
2012;54311;MNP
2013;54784;MNP
2014;55305;MNP
2015;55780;MNP
2016;56188;MNP
2017;56562;MNP
1960;7184869;MOZ
1961;7342111;MOZ
1962;7507303;MOZ
1963;7679458;MOZ
1964;7857104;MOZ
1965;8039215;MOZ
1966;8225921;MOZ
1967;8417702;MOZ
1968;8614447;MOZ
1969;8816057;MOZ
1970;9022741;MOZ
1971;9232655;MOZ
1972;9446240;MOZ
1973;9668657;MOZ
1974;9906965;MOZ
1975;10165215;MOZ
1976;10443953;MOZ
1977;10738533;MOZ
1978;11041204;MOZ
1979;11341402;MOZ
1980;11630194;MOZ
1981;11913088;MOZ
1982;12189824;MOZ
1983;12439762;MOZ
1984;12636116;MOZ
1985;12764387;MOZ
1986;12808558;MOZ
1987;12786349;MOZ
1988;12758008;MOZ
1989;12805946;MOZ
1990;12987292;MOZ
1991;13328032;MOZ
1992;13806001;MOZ
1993;14370946;MOZ
1994;14948048;MOZ
1995;15483286;MOZ
1996;15960442;MOZ
1997;16397183;MOZ
1998;16813949;MOZ
1999;17244188;MOZ
2000;17711927;MOZ
2001;18221888;MOZ
2002;18764155;MOZ
2003;19331100;MOZ
2004;19910552;MOZ
2005;20493925;MOZ
2006;21080110;MOZ
2007;21673316;MOZ
2008;22276596;MOZ
2009;22894710;MOZ
2010;23531574;MOZ
2011;24187487;MOZ
2012;24862648;MOZ
2013;25560725;MOZ
2014;26286163;MOZ
2015;27042002;MOZ
2016;27829942;MOZ
2017;28649007;MOZ
1960;850384;MRT
1961;875581;MRT
1962;901686;MRT
1963;928734;MRT
1964;956799;MRT
1965;985910;MRT
1966;1016100;MRT
1967;1047344;MRT
1968;1079580;MRT
1969;1112745;MRT
1970;1146780;MRT
1971;1181674;MRT
1972;1217446;MRT
1973;1254157;MRT
1974;1291855;MRT
1975;1330598;MRT
1976;1370357;MRT
1977;1411140;MRT
1978;1453032;MRT
1979;1496185;MRT
1980;1540640;MRT
1981;1586493;MRT
1982;1633652;MRT
1983;1681863;MRT
1984;1730738;MRT
1985;1780030;MRT
1986;1829675;MRT
1987;1879763;MRT
1988;1930433;MRT
1989;1981899;MRT
1990;2034346;MRT
1991;2087912;MRT
1992;2142645;MRT
1993;2198532;MRT
1994;2255516;MRT
1995;2313630;MRT
1996;2372901;MRT
1997;2433563;MRT
1998;2496216;MRT
1999;2561585;MRT
2000;2630219;MRT
2001;2702400;MRT
2002;2778099;MRT
2003;2857148;MRT
2004;2939247;MRT
2005;3024194;MRT
2006;3111906;MRT
2007;3202517;MRT
2008;3296238;MRT
2009;3393409;MRT
2010;3494195;MRT
2011;3598648;MRT
2012;3706554;MRT
2013;3817494;MRT
2014;3930896;MRT
2015;4046301;MRT
2016;4163534;MRT
2017;4282574;MRT
1960;659351;MUS
1961;680757;MUS
1962;700349;MUS
1963;718861;MUS
1964;736381;MUS
1965;753000;MUS
1966;768813;MUS
1967;783917;MUS
1968;798413;MUS
1969;812405;MUS
1970;826000;MUS
1971;839230;MUS
1972;852053;MUS
1973;864819;MUS
1974;878042;MUS
1975;892000;MUS
1976;906507;MUS
1977;921379;MUS
1978;933499;MUS
1979;949888;MUS
1980;966039;MUS
1981;980462;MUS
1982;992521;MUS
1983;1001691;MUS
1984;1012221;MUS
1985;1020528;MUS
1986;1028360;MUS
1987;1036082;MUS
1988;1043239;MUS
1989;1051260;MUS
1990;1058775;MUS
1991;1070266;MUS
1992;1084441;MUS
1993;1097374;MUS
1994;1112846;MUS
1995;1122457;MUS
1996;1133996;MUS
1997;1148284;MUS
1998;1160421;MUS
1999;1175267;MUS
2000;1186873;MUS
2001;1196287;MUS
2002;1204621;MUS
2003;1213370;MUS
2004;1221003;MUS
2005;1228254;MUS
2006;1233996;MUS
2007;1239630;MUS
2008;1244121;MUS
2009;1247429;MUS
2010;1250400;MUS
2011;1252404;MUS
2012;1255882;MUS
2013;1258653;MUS
2014;1260934;MUS
2015;1262605;MUS
2016;1263473;MUS
2017;1264613;MUS
1960;3659984;MWI
1961;3747753;MWI
1962;3839043;MWI
1963;3933908;MWI
1964;4032371;MWI
1965;4134460;MWI
1966;4240429;MWI
1967;4350452;MWI
1968;4464423;MWI
1969;4582198;MWI
1970;4703782;MWI
1971;4829090;MWI
1972;4958549;MWI
1973;5093363;MWI
1974;5235073;MWI
1975;5384795;MWI
1976;5545651;MWI
1977;5717953;MWI
1978;5896865;MWI
1979;6075495;MWI
1980;6250440;MWI
1981;6412384;MWI
1982;6565985;MWI
1983;6737924;MWI
1984;6964607;MWI
1985;7268267;MWI
1986;7666391;MWI
1987;8141146;MWI
1988;8636690;MWI
1989;9075572;MWI
1990;9404500;MWI
1991;9600355;MWI
1992;9685973;MWI
1993;9710331;MWI
1994;9745690;MWI
1995;9844415;MWI
1996;10022789;MWI
1997;10264906;MWI
1998;10552338;MWI
1999;10854322;MWI
2000;11148758;MWI
2001;11432000;MWI
2002;11713664;MWI
2003;12000181;MWI
2004;12301838;MWI
2005;12625952;MWI
2006;12973699;MWI
2007;13341806;MWI
2008;13727890;MWI
2009;14128155;MWI
2010;14539612;MWI
2011;14962112;MWI
2012;15396005;MWI
2013;15839269;MWI
2014;16289540;MWI
2015;16745303;MWI
2016;17205289;MWI
2017;17670260;MWI
1960;8156347;MYS
1961;8417824;MYS
1962;8692342;MYS
1963;8973788;MYS
1964;9253842;MYS
1965;9526558;MYS
1966;9790084;MYS
1967;10046325;MYS
1968;10297983;MYS
1969;10549399;MYS
1970;10804131;MYS
1971;11062433;MYS
1972;11324277;MYS
1973;11592638;MYS
1974;11871104;MYS
1975;12162187;MYS
1976;12468689;MYS
1977;12790312;MYS
1978;13122839;MYS
1979;13460031;MYS
1980;13798085;MYS
1981;14134058;MYS
1982;14471211;MYS
1983;14819424;MYS
1984;15192298;MYS
1985;15598927;MYS
1986;16043731;MYS
1987;16522000;MYS
1988;17022465;MYS
1989;17528961;MYS
1990;18029824;MYS
1991;18519937;MYS
1992;19002656;MYS
1993;19484898;MYS
1994;19977500;MYS
1995;20487607;MYS
1996;21017613;MYS
1997;21562793;MYS
1998;22114654;MYS
1999;22661298;MYS
2000;23194257;MYS
2001;23709119;MYS
2002;24208391;MYS
2003;24698819;MYS
2004;25190652;MYS
2005;25690611;MYS
2006;26201961;MYS
2007;26720370;MYS
2008;27236006;MYS
2009;27735040;MYS
2010;28208035;MYS
2011;28650955;MYS
2012;29068159;MYS
2013;29468872;MYS
2014;29866559;MYS
2015;30270962;MYS
2016;30684804;MYS
2017;31105028;MYS
1960;8048;VGB
1961;8167;VGB
1962;8310;VGB
1963;8476;VGB
1964;8646;VGB
1965;8830;VGB
1966;9025;VGB
1967;9222;VGB
1968;9421;VGB
1969;9626;VGB
1970;9827;VGB
1971;10017;VGB
1972;10208;VGB
1973;10392;VGB
1974;10562;VGB
1975;10699;VGB
1976;10821;VGB
1977;10928;VGB
1978;11045;VGB
1979;11218;VGB
1980;11478;VGB
1981;11826;VGB
1982;12249;VGB
1983;12752;VGB
1984;13322;VGB
1985;13956;VGB
1986;14649;VGB
1987;15407;VGB
1988;16154;VGB
1989;16862;VGB
1990;17489;VGB
1991;18006;VGB
1992;18438;VGB
1993;18786;VGB
1994;19074;VGB
1995;19313;VGB
1996;19502;VGB
1997;19665;VGB
1998;19821;VGB
1999;20026;VGB
2000;20311;VGB
2001;20675;VGB
2002;21129;VGB
2003;21672;VGB
2004;22334;VGB
2005;23107;VGB
2006;24023;VGB
2007;25047;VGB
2008;26097;VGB
2009;27039;VGB
2010;27794;VGB
2011;28319;VGB
2012;28650;VGB
2013;28847;VGB
2014;28989;VGB
2015;29152;VGB
2016;29355;VGB
2017;29577;VGB
1960;23420;GIB
1961;23813;GIB
1962;24313;GIB
1963;24889;GIB
1964;25479;GIB
1965;26073;GIB
1966;26633;GIB
1967;27173;GIB
1968;27685;GIB
1969;28166;GIB
1970;28606;GIB
1971;29006;GIB
1972;29358;GIB
1973;29650;GIB
1974;29886;GIB
1975;30067;GIB
1976;30180;GIB
1977;30234;GIB
1978;30232;GIB
1979;30169;GIB
1980;30065;GIB
1981;29902;GIB
1982;29691;GIB
1983;29482;GIB
1984;29283;GIB
1985;29154;GIB
1986;29094;GIB
1987;29115;GIB
1988;29159;GIB
1989;29187;GIB
1990;29147;GIB
1991;29022;GIB
1992;28840;GIB
1993;28675;GIB
1994;28602;GIB
1995;28692;GIB
1996;28971;GIB
1997;29408;GIB
1998;29947;GIB
1999;30529;GIB
2000;31077;GIB
2001;31602;GIB
2002;32102;GIB
2003;32555;GIB
2004;32928;GIB
2005;33219;GIB
2006;33417;GIB
2007;33517;GIB
2008;33559;GIB
2009;33565;GIB
2010;33585;GIB
2011;33612;GIB
2012;33646;GIB
2013;33692;GIB
2014;33725;GIB
2015;33736;GIB
2016;33737;GIB
2017;33728;GIB
1960;11424176;PRK
1961;11665595;PRK
1962;11871712;PRK
1963;12065468;PRK
1964;12282419;PRK
1965;12547525;PRK
1966;12864954;PRK
1967;13222694;PRK
1968;13609982;PRK
1969;14010339;PRK
1970;14410400;PRK
1971;14809521;PRK
1972;15207771;PRK
1973;15593351;PRK
1974;15952078;PRK
1975;16274740;PRK
1976;16554746;PRK
1977;16796578;PRK
1978;17015983;PRK
1979;17235666;PRK
1980;17472140;PRK
1981;17731230;PRK
1982;18008564;PRK
1983;18298214;PRK
1984;18590138;PRK
1985;18877238;PRK
1986;19156795;PRK
1987;19431986;PRK
1988;19708323;PRK
1989;19993755;PRK
1990;20293054;PRK
1991;20609150;PRK
1992;20937404;PRK
1993;21265834;PRK
1994;21577982;PRK
1995;21862299;PRK
1996;22113438;PRK
1997;22335267;PRK
1998;22536753;PRK
1999;22731482;PRK
2000;22929075;PRK
2001;23132980;PRK
2002;23339453;PRK
2003;23542426;PRK
2004;23732731;PRK
2005;23904167;PRK
2006;24054864;PRK
2007;24188331;PRK
2008;24310142;PRK
2009;24428341;PRK
2010;24548836;PRK
2011;24673385;PRK
2012;24800612;PRK
2013;24929452;PRK
2014;25057752;PRK
2015;25183833;PRK
2016;25307744;PRK
2017;25429985;PRK
1960;3893;MAF
1961;3989;MAF
1962;4076;MAF
1963;4183;MAF
1964;4308;MAF
1965;4468;MAF
1966;4685;MAF
1967;4920;MAF
1968;5193;MAF
1969;5459;MAF
1970;5712;MAF
1971;5944;MAF
1972;6156;MAF
1973;6368;MAF
1974;6607;MAF
1975;6881;MAF
1976;7246;MAF
1977;7718;MAF
1978;8190;MAF
1979;8557;MAF
1980;8771;MAF
1981;8678;MAF
1982;8369;MAF
1983;8294;MAF
1984;9061;MAF
1985;11061;MAF
1986;14559;MAF
1987;19275;MAF
1988;24378;MAF
1989;28722;MAF
1990;31520;MAF
1991;32449;MAF
1992;31811;MAF
1993;30200;MAF
1994;28484;MAF
1995;27321;MAF
1996;26849;MAF
1997;26909;MAF
1998;27392;MAF
1999;28116;MAF
2000;28935;MAF
2001;29853;MAF
2002;30910;MAF
2003;32053;MAF
2004;33186;MAF
2005;34248;MAF
2006;35237;MAF
2007;36137;MAF
2008;36885;MAF
2009;37377;MAF
2010;37582;MAF
2011;37446;MAF
2012;37009;MAF
2013;36453;MAF
2014;36015;MAF
2015;35858;MAF
2016;36065;MAF
2017;36560;MAF
1960;634142;NAM
1961;649279;NAM
1962;665115;NAM
1963;681637;NAM
1964;698796;NAM
1965;716584;NAM
1966;734867;NAM
1967;753688;NAM
1968;773422;NAM
1969;794588;NAM
1970;817469;NAM
1971;842354;NAM
1972;868958;NAM
1973;896266;NAM
1974;922903;NAM
1975;947921;NAM
1976;971121;NAM
1977;992956;NAM
1978;1014057;NAM
1979;1035381;NAM
1980;1057727;NAM
1981;1080941;NAM
1982;1105104;NAM
1983;1131632;NAM
1984;1162279;NAM
1985;1198148;NAM
1986;1239928;NAM
1987;1286797;NAM
1988;1336536;NAM
1989;1386010;NAM
1990;1432905;NAM
1991;1476388;NAM
1992;1516958;NAM
1993;1555101;NAM
1994;1591822;NAM
1995;1627865;NAM
1996;1663378;NAM
1997;1698032;NAM
1998;1731639;NAM
1999;1763859;NAM
2000;1794571;NAM
2001;1823672;NAM
2002;1851523;NAM
2003;1879117;NAM
2004;1907745;NAM
2005;1938320;NAM
2006;1971317;NAM
2007;2006514;NAM
2008;2043394;NAM
2009;2081044;NAM
2010;2118874;NAM
2011;2156701;NAM
2012;2194784;NAM
2013;2233510;NAM
2014;2273430;NAM
2015;2314904;NAM
2016;2358041;NAM
2017;2402603;NAM
1960;79000;NCL
1961;81200;NCL
1962;83400;NCL
1963;85700;NCL
1964;88100;NCL
1965;90500;NCL
1966;93500;NCL
1967;96500;NCL
1968;99500;NCL
1969;104000;NCL
1970;112000;NCL
1971;120000;NCL
1972;125500;NCL
1973;128500;NCL
1974;131000;NCL
1975;132500;NCL
1976;134000;NCL
1977;136000;NCL
1978;137500;NCL
1979;138500;NCL
1980;140050;NCL
1981;142650;NCL
1982;145700;NCL
1983;148700;NCL
1984;151650;NCL
1985;154450;NCL
1986;157350;NCL
1987;160500;NCL
1988;163650;NCL
1989;166898;NCL
1990;170899;NCL
1991;175362;NCL
1992;179799;NCL
1993;184496;NCL
1994;189482;NCL
1995;193816;NCL
1996;197564;NCL
1997;201418;NCL
1998;205279;NCL
1999;209214;NCL
2000;213230;NCL
2001;217324;NCL
2002;221490;NCL
2003;225296;NCL
2004;228750;NCL
2005;232250;NCL
2006;235750;NCL
2007;239250;NCL
2008;242750;NCL
2009;245950;NCL
2010;249750;NCL
2011;254350;NCL
2012;259000;NCL
2013;263650;NCL
2014;268050;NCL
2015;272400;NCL
2016;276550;NCL
2017;280350;NCL
1960;3388764;NER
1961;3486326;NER
1962;3588228;NER
1963;3693980;NER
1964;3802803;NER
1965;3914117;NER
1966;4027963;NER
1967;4144592;NER
1968;4263927;NER
1969;4385927;NER
1970;4510644;NER
1971;4637988;NER
1972;4768227;NER
1973;4902151;NER
1974;5040798;NER
1975;5184941;NER
1976;5335085;NER
1977;5491153;NER
1978;5652652;NER
1979;5818763;NER
1980;5989004;NER
1981;6163705;NER
1982;6343523;NER
1983;6528641;NER
1984;6719309;NER
1985;6915997;NER
1986;7118883;NER
1987;7328943;NER
1988;7548433;NER
1989;7780245;NER
1990;8026591;NER
1991;8288735;NER
1992;8566770;NER
1993;8860287;NER
1994;9168312;NER
1995;9490288;NER
1996;9826598;NER
1997;10178201;NER
1998;10545716;NER
1999;10929918;NER
2000;11331557;NER
2001;11751365;NER
2002;12189983;NER
2003;12647984;NER
2004;13125916;NER
2005;13624467;NER
2006;14143971;NER
2007;14685399;NER
2008;15250908;NER
2009;15843133;NER
2010;16464025;NER
2011;17114761;NER
2012;17795191;NER
2013;18504255;NER
2014;19240157;NER
2015;20001663;NER
2016;20788838;NER
2017;21602472;NER
1960;45138458;NGA
1961;46063563;NGA
1962;47029822;NGA
1963;48032934;NGA
1964;49066760;NGA
1965;50127921;NGA
1966;51217973;NGA
1967;52342233;NGA
1968;53506196;NGA
1969;54717039;NGA
1970;55982144;NGA
1971;57296983;NGA
1972;58665808;NGA
1973;60114625;NGA
1974;61677177;NGA
1975;63374298;NGA
1976;65221378;NGA
1977;67203128;NGA
1978;69271917;NGA
1979;71361131;NGA
1980;73423633;NGA
1981;75440502;NGA
1982;77427546;NGA
1983;79414840;NGA
1984;81448755;NGA
1985;83562785;NGA
1986;85766399;NGA
1987;88048032;NGA
1988;90395271;NGA
1989;92788027;NGA
1990;95212450;NGA
1991;97667632;NGA
1992;100161710;NGA
1993;102700753;NGA
1994;105293700;NGA
1995;107948335;NGA
1996;110668794;NGA
1997;113457663;NGA
1998;116319759;NGA
1999;119260063;NGA
2000;122283850;NGA
2001;125394046;NGA
2002;128596076;NGA
2003;131900631;NGA
2004;135320422;NGA
2005;138865016;NGA
2006;142538308;NGA
2007;146339977;NGA
2008;150269623;NGA
2009;154324933;NGA
2010;158503197;NGA
2011;162805071;NGA
2012;167228767;NGA
2013;171765769;NGA
2014;176404902;NGA
2015;181137448;NGA
2016;185960289;NGA
2017;190873311;NGA
1960;1773129;NIC
1961;1829778;NIC
1962;1887425;NIC
1963;1946234;NIC
